"Kerncijfers wijken en buurten 2014"
"Onderwerpen";"Regioaanduiding";"Wonen";"Wonen";"Wonen";"Wonen";"Wonen";"Wonen";"Wonen";"Wonen";"Wonen";"Wonen";"Wonen"
"Babberich";"BU02990100";"669";"181";"87";"13";".";".";"51";"49";".";".";"0"
"Camphuizen";"BU02990101";"119";"302";"90";"10";".";".";"83";"16";".";".";"1"
"Steeg";"BU02990102";"368";"235";"95";"5";".";".";"76";"24";".";".";"0"
"Kwartier";"BU02990103";"115";"326";"84";"16";".";".";"86";"14";".";".";"0"
"Wijk 02 Angerlo";"WK029902";"572";"237";"93";"7";".";".";"75";"25";".";".";"0"
"Angerlo";"BU02990200";"493";"232";"94";"6";".";".";"75";"25";".";".";"0"
"Angerlo's Broek";"BU02990201";"79";"285";"91";"9";".";".";"75";"25";".";".";"0"
"Wijk 03 Giesbeek";"WK029903";"1568";"214";"90";"10";".";".";"73";"26";".";".";"1"
"Giesbeek";"BU02990300";"1214";"199";"87";"13";".";".";"68";"30";".";".";"1"
"Rhederlaag";"BU02990301";"354";"265";"100";"0";".";".";"90";"10";".";".";"0"
"Wijk 04 Lathum";"WK029904";"207";"267";"95";"5";".";".";"78";"21";".";".";"1"
"Lathum";"BU02990400";"207";"267";"95";"5";".";".";"78";"21";".";".";"1"
"Zutphen";"GM0301";"21638";"185";"68";"32";".";".";"52";"47";".";".";"1"
"Wijk 00 Centrum - De Hoven";"WK030100";"4686";"186";"48";"52";".";".";"43";"55";".";".";"2"
"Stadskern";"BU03010000";"1462";"195";"35";"65";".";".";"48";"51";".";".";"0"
"Laarstraat en omgeving";"BU03010001";"1082";"162";"36";"64";".";".";"30";"68";".";".";"2"
"Marswegkwartier";"BU03010002";"212";"119";"96";"4";".";".";"6";"93";".";".";"0"
"Nieuwstad en Coehoornsingel";"BU03010003";"853";"212";"26";"74";".";".";"36";"57";".";".";"7"
"De Hoven";"BU03010004";"1077";"191";"87";"13";".";".";"64";"36";".";".";"0"
"Wijk 01 Waterkwartier";"WK030101";"4945";"144";"55";"45";".";".";"37";"63";".";".";"0"
"Vijver en omgeving";"BU03010100";"547";"121";"71";"29";".";".";"12";"88";".";".";"0"
"Zeeheldenbuurt";"BU03010101";"682";"116";"37";"63";".";".";"22";"78";".";".";"0"
"Helbergen";"BU03010102";"835";"122";"22";"78";".";".";"25";"75";".";".";"0"
"Warnsveldsewegkwartier-Zuid";"BU03010103";"844";"170";"55";"45";".";".";"56";"44";".";".";"0"
"Warnsveldsewegkwartier-Noord";"BU03010104";"862";"187";"66";"34";".";".";"59";"41";".";".";"0"
"Staatsliedenbuurt";"BU03010105";"595";"131";"62";"38";".";".";"19";"77";".";".";"3"
"Pagemate en omgeving";"BU03010106";"580";"142";"91";"9";".";".";"50";"50";".";".";"0"
"Wijk 02 Noordveen";"WK030102";"2182";"174";"72";"28";".";".";"55";"41";".";".";"5"
"Helleraetplein en omgeving";"BU03010200";"448";"150";"88";"12";".";".";"44";"56";".";".";"0"
"Weg naar Laren en omgeving";"BU03010201";"475";"172";"84";"16";".";".";"65";"35";".";".";"0"
"Deventerweg en Polbeek";"BU03010202";"735";"201";"67";"33";".";".";"59";"27";".";".";"14"
"Voorsteralleekwartier";"BU03010203";"524";"164";"54";"46";".";".";"49";"51";".";".";"0"
"Wijk 03 Zuidwijken";"WK030103";"3120";"162";"70";"30";".";".";"51";"49";".";".";"0"
"Moesmate en Tichelkuilen";"BU03010300";"536";"139";"68";"32";".";".";"33";"67";".";".";"0"
"Zwanevlot en De Brink";"BU03010301";"670";"135";"47";"53";".";".";"34";"66";".";".";"0"
"Braamkamp";"BU03010302";"567";"174";"91";"9";".";".";"76";"24";".";".";"0"
"Stokebrand, Balijnenland en Bronsbergen";"BU03010303";"793";"168";"67";"33";".";".";"34";"66";".";".";"0"
"Waarden en weerdslag";"BU03010304";"554";"194";"81";"19";".";".";"89";"11";".";".";"0"
"Wijk 04 Leesten";"WK030104";"3016";"222";"89";"11";".";".";"75";"25";".";".";"0"
"Ooyerhoek";"BU03010400";"909";"215";"84";"16";".";".";"72";"28";".";".";"0"
"De Enk";"BU03010401";"1091";"210";"96";"4";".";".";"84";"16";".";".";"0"
"Eme en Broek";"BU03010402";"702";"223";"82";"18";".";".";"65";"34";".";".";"1"
"Looërenk en Woud";"BU03010403";"200";"248";"100";"0";".";".";"68";"33";".";".";"0"
"Vespreide huizen Leesten";"BU03010409";"114";"372";"90";"10";".";".";"84";"16";".";".";"0"
"Wijk 05 Warnsveld";"WK030105";"3689";"238";"90";"10";".";".";"63";"34";".";".";"3"
"Dorp Warnsveld";"BU03010500";"1678";"248";"94";"6";".";".";"61";"39";".";".";"0"
"Welgelegen";"BU03010501";"296";"231";"100";"0";".";".";"59";"41";".";".";"0"
"Scheperkamp";"BU03010502";"995";"177";"87";"13";".";".";"65";"35";".";".";"0"
"Overkamp";"BU03010503";"428";"269";"95";"5";".";".";"78";"22";".";".";"0"
"Warken";"BU03010509";"292";"418";"62";"38";".";".";"51";"14";".";".";"35"
"Nunspeet";"GM0302";"10208";"261";"86";"14";".";".";"63";"37";".";".";"1"
"Wijk 00 Nunspeet";"WK030200";"8492";"249";"84";"16";".";".";"61";"38";".";".";"1"
"Nunspeet-Oost";"BU03020000";"3576";"240";"89";"11";".";".";"57";"42";".";".";"1"
"Nunspeet-West";"BU03020001";"3801";"232";"78";"22";".";".";"60";"39";".";".";"1"
"Nunspeet-Zuid";"BU03020002";"69";"455";"96";"4";".";".";"75";"25";".";".";"0"
"Hulshorst";"BU03020003";"281";"301";"95";"5";".";".";"74";"25";".";".";"0"
"Verspreide huizen Hulshorst";"BU03020005";"153";"335";"93";"7";".";".";"80";"20";".";".";"0"
"Verspreide huizen Zuiderzeeland Nunspeet";"BU03020006";"352";"342";"83";"17";".";".";"74";"25";".";".";"1"
"Verspr.h. Zuiderzeeland Hulshorst";"BU03020007";"137";"324";"88";"12";".";".";"73";"23";".";".";"4"
"Verspreide huizen bosgebied Nunspeet";"BU03020008";"21";".";"100";"0";".";".";"81";"19";".";".";"0"
"Verspreide huizen bosgebied Hulshorst";"BU03020009";"102";"480";"98";"2";".";".";"81";"19";".";".";"0"
"Wijk 01 Elspeet-Vierhouten";"WK030201";"1716";"318";"93";"7";".";".";"71";"28";".";".";"0"
"Elspeet";"BU03020100";"938";"276";"91";"9";".";".";"67";"33";".";".";"0"
"Vierhouten";"BU03020101";"171";"376";"98";"2";".";".";"68";"32";".";".";"0"
"Verspreide huizen bosgebied Vierhouten";"BU03020107";"96";"436";"95";"5";".";".";"73";"27";".";".";"0"
"Verspreide huizen Elspeet en omgeving";"BU03020108";"476";"345";"95";"5";".";".";"81";"19";".";".";"0"
"Verspreide huizen Elspeetse Bos";"BU03020109";"35";".";"91";"9";".";".";"80";"20";".";".";"0"
"Dronten";"GM0303";"17231";"195";"88";"12";".";".";"64";"35";".";".";"1"
"Wijk 01 Dronten west";"WK030301";"2548";"240";"94";"6";".";".";"79";"21";".";".";"0"
"Poort van Dronten";"BU03030101";"1";".";".";".";".";".";".";".";".";".";"."
"Business Zone Delta";"BU03030102";"18";".";".";".";".";".";".";".";".";".";"."
"De Gilden";"BU03030103";"1023";"239";"96";"4";".";".";"69";"31";".";".";"0"
"De Munten";"BU03030104";"1422";"239";"96";"4";".";".";"89";"11";".";".";"0"
"De Drieslag";"BU03030105";"84";".";"25";"75";".";".";"23";"77";".";".";"0"
"Wijk 02 Dronten Noord";"WK030302";"622";"152";"96";"4";".";".";"51";"49";".";".";"0"
"Pioniersweg";"BU03030210";"16";".";".";".";".";".";".";".";".";".";"."
"Houtwijk";"BU03030211";"31";".";"81";"19";".";".";"77";"23";".";".";"0"
"Hanzekwartier";"BU03030212";"12";".";".";".";".";".";".";".";".";".";"."
"De Oeverloperwijk";"BU03030213";"563";"143";"99";"1";".";".";"49";"51";".";".";"0"
"Wijk 03 Dronten Midden";"WK030303";"3297";"167";"68";"32";".";".";"38";"60";".";".";"2"
"Centrum Dronten";"BU03030320";"416";"193";"17";"83";".";".";"46";"54";".";".";"0"
"Oud-Dronten";"BU03030321";"1666";"145";"72";"28";".";".";"27";"71";".";".";"2"
"De Fazant";"BU03030322";"523";"169";"83";"17";".";".";"50";"44";".";".";"6"
"Bungalowpark";"BU03030323";"188";"370";"99";"1";".";".";"90";"10";".";".";"0"
"De Boeg";"BU03030324";"504";"134";"72";"28";".";".";"36";"64";".";".";"0"
"Wijk 04 Dronten Zuid";"WK030304";"3856";"207";"89";"11";".";".";"78";"22";".";".";"0"
"De Landmaten";"BU03030430";"730";"224";"100";"0";".";".";"88";"12";".";".";"0"
"De Manege";"BU03030431";"834";"233";"93";"7";".";".";"87";"13";".";".";"0"
"De Lancaster";"BU03030432";"434";"149";"74";"26";".";".";"53";"47";".";".";"0"
"De Landstreken";"BU03030433";"564";"161";"91";"9";".";".";"60";"40";".";".";"0"
"De Kruidentuin";"BU03030434";"842";"180";"88";"12";".";".";"75";"25";".";".";"0"
"Golfresidentie";"BU03030435";"452";"293";"80";"20";".";".";"93";"7";".";".";"0"
"Wijk 05 Buitengebied Dronten";"WK030305";"991";"314";"98";"2";".";".";"64";"20";".";".";"16"
"AZC";"BU03030548";"135";".";"100";"0";".";".";"0";"95";".";".";"5"
"Ketelhaven";"BU03030549";"339";"291";"100";"0";".";".";"94";"6";".";".";"0"
"Buitengebied Dronten";"BU03030550";"517";"358";"96";"4";".";".";"61";"9";".";".";"30"
"Wijk 06 Biddinghuizen";"WK030306";"3318";"183";"89";"11";".";".";"59";"40";".";".";"0"
"Oud-Biddinghuizen Buiten";"BU03030601";"131";"159";"100";"0";".";".";"40";"60";".";".";"0"
"Oud-Biddinghuizen";"BU03030602";"719";"128";"95";"5";".";".";"21";"79";".";".";"0"
"De Kaai";"BU03030603";"149";"226";"87";"13";".";".";"88";"12";".";".";"0"
"Centrum Biddinghuizen";"BU03030604";"32";".";"3";"97";".";".";"94";"6";".";".";"0"
"De Baan";"BU03030605";"682";"151";"87";"13";".";".";"51";"49";".";".";"0"
"Bremerpark";"BU03030606";"429";"228";"100";"0";".";".";"94";"6";".";".";"0"
"De Graafschap";"BU03030607";"6";".";".";".";".";".";".";".";".";".";"."
"Noorderbaan";"BU03030608";"33";".";"73";"27";".";".";"79";"21";".";".";"0"
"Oldebroekerweg";"BU03030609";"16";".";".";".";".";".";".";".";".";".";"."
"Buitengebied Biddinghuizen";"BU03030620";"1121";"318";"84";"16";".";".";"73";"26";".";".";"1"
"Wijk 07 Swifterbant";"WK030307";"2599";"173";"98";"2";".";".";"68";"32";".";".";"0"
"Kampbuurt";"BU03030701";"310";"185";"97";"3";".";".";"81";"19";".";".";"0"
"Centrum Swifterbant";"BU03030702";"45";".";"13";"87";".";".";"80";"20";".";".";"0"
"Oud-Swifterbant";"BU03030703";"581";"142";"100";"0";".";".";"35";"65";".";".";"0"
"Spelbuurt";"BU03030704";"586";"145";"98";"2";".";".";"53";"47";".";".";"0"
"Bloemenbuurt";"BU03030705";"897";"196";"100";"0";".";".";"90";"10";".";".";"0"
"De Kolk";"BU03030706";"17";".";".";".";".";".";".";".";".";".";"."
"Tarpan";"BU03030707";"12";".";".";".";".";".";".";".";".";".";"."
"Bedrijventerrein Spelwijk";"BU03030708";"8";".";".";".";".";".";".";".";".";".";"."
"Buitengebied Swifterbant";"BU03030720";"143";".";"100";"0";".";".";"88";"12";".";".";"0"
"Neerijnen";"GM0304";"4661";"271";"97";"3";".";".";"68";"32";".";".";"1"
"Wijk 00 Haaften";"WK030400";"1727";"257";"95";"5";".";".";"62";"37";".";".";"1"
"Haaften";"BU03040000";"965";"237";"92";"8";".";".";"54";"45";".";".";"1"
"Tuil";"BU03040001";"196";"307";"99";"1";".";".";"69";"30";".";".";"1"
"Hellouw";"BU03040002";"308";"269";"100";"0";".";".";"62";"38";".";".";"0"
"Verspreide huizen Tuil";"BU03040007";"110";"256";"100";"0";".";".";"85";"12";".";".";"3"
"Verspreide huizen Hellouw";"BU03040008";"71";".";"97";"3";".";".";"93";"7";".";".";"0"
"Verspreide huizen Haaften";"BU03040009";"77";".";"96";"4";".";".";"87";"13";".";".";"0"
"Wijk 01 Waardenburg en Opijnen";"WK030401";"1673";"272";"97";"3";".";".";"70";"29";".";".";"1"
"Waardenburg";"BU03040100";"650";"222";"99";"1";".";".";"63";"37";".";".";"0"
"Waardenburg-West";"BU03040101";"48";".";"98";"2";".";".";"77";"23";".";".";"0"
"Neerijnen";"BU03040102";"54";"367";"98";"2";".";".";"91";"9";".";".";"0"
"Opijnen";"BU03040103";"452";"270";"97";"3";".";".";"69";"29";".";".";"2"
"Est";"BU03040104";"180";"290";"97";"3";".";".";"71";"28";".";".";"1"
"Verspreide huizen Est";"BU03040106";"35";".";"100";"0";".";".";"86";"11";".";".";"3"
"Verspreide huizen Opijnen";"BU03040107";"15";".";".";".";".";".";".";".";".";".";"."
"Verspreide huizen Neerijnen";"BU03040108";"105";"412";"98";"2";".";".";"90";"10";".";".";"0"
"Verspreide huizen Waardenburg";"BU03040109";"134";"316";"92";"8";".";".";"71";"26";".";".";"3"
"Wijk 02 Varik en Ophemert";"WK030402";"1261";"289";"98";"2";".";".";"72";"27";".";".";"0"
"Ophemert";"BU03040200";"596";"285";"97";"3";".";".";"69";"31";".";".";"0"
"Varik";"BU03040201";"365";"270";"98";"2";".";".";"75";"25";".";".";"0"
"Heesselt";"BU03040202";"87";"249";"99";"1";".";".";"55";"45";".";".";"0"
"Verspreide huizen Heesselt";"BU03040207";"90";"348";"98";"2";".";".";"89";"11";".";".";"0"
"Verspreide huizen Varik";"BU03040208";"38";".";"100";"0";".";".";"84";"16";".";".";"0"
"Verspreide huizen Ophemert";"BU03040209";"85";".";"100";"0";".";".";"81";"16";".";".";"2"
"Amersfoort";"GM0307";"64455";"222";"64";"36";".";".";"57";"42";".";".";"0"
"Wijk 01 Stadskern";"WK030701";"3199";"212";"27";"73";".";".";"37";"59";".";".";"4"
"Hof";"BU03070100";"468";"234";"25";"75";".";".";"25";"65";".";".";"9"
"Nieuwstraat";"BU03070101";"243";"268";"36";"64";".";".";"41";"52";".";".";"7"
"Mooierstraat";"BU03070102";"99";"317";"18";"82";".";".";"42";"58";".";".";"0"
"Lieve Vrouwekerkhof";"BU03070103";"286";"207";"22";"78";".";".";"34";"66";".";".";"0"
"Coninckstraat";"BU03070104";"739";"189";"53";"47";".";".";"24";"75";".";".";"0"
"Beestenmarkt";"BU03070105";"633";"193";"9";"91";".";".";"62";"37";".";".";"1"
"Gote Haag";"BU03070106";"273";"189";"10";"90";".";".";"38";"62";".";".";"1"
"Stadhuisplein";"BU03070107";"294";"183";"4";"96";".";".";"10";"69";".";".";"21"
"Schimmelpenninckstraat";"BU03070108";"164";"281";"60";"40";".";".";"69";"31";".";".";"0"
"Wijk 02 Zonnehof";"WK030702";"672";"214";"22";"78";".";".";"50";"50";".";".";"0"
"Smallepad";"BU03070200";"0";".";".";".";".";".";".";".";".";".";"."
"Snouckaertlaan";"BU03070202";"230";"191";"24";"76";".";".";"34";"65";".";".";"0"
"Zonnehof";"BU03070204";"100";"170";"10";"90";".";".";"20";"80";".";".";"0"
"Weltevreden";"BU03070205";"170";"221";"20";"80";".";".";"74";"26";".";".";"0"
"Bloemweg";"BU03070206";"172";"261";"29";"71";".";".";"63";"37";".";".";"1"
"Wijk 03 Soesterkwartier";"WK030703";"5373";"172";"69";"31";".";".";"43";"57";".";".";"0"
"Rivierenbuurt-Oost";"BU03070300";"805";"193";"68";"32";".";".";"58";"41";".";".";"0"
"Rivierenbuurt-West";"BU03070301";"540";"171";"82";"18";".";".";"48";"52";".";".";"0"
"G. van Stellingwerfstraat";"BU03070302";"729";"168";"73";"27";".";".";"64";"36";".";".";"0"
"Bloemenbuurt-Oost";"BU03070303";"1024";"164";"86";"14";".";".";"26";"73";".";".";"1"
"Bloemenbuurt-West";"BU03070304";"716";"170";"97";"3";".";".";"41";"59";".";".";"0"
"Bomenbuurt";"BU03070305";"678";"144";"73";"27";".";".";"15";"85";".";".";"0"
"Puntenburg";"BU03070306";"730";"188";"14";"86";".";".";"45";"55";".";".";"0"
"Piet Mondriaanlaan";"BU03070307";"151";"161";"23";"77";".";".";"93";"7";".";".";"0"
"Wijk 04 Isselt";"WK030704";"208";"114";"7";"93";".";".";"9";"90";".";".";"1"
"Eemplein";"BU03070401";"168";"102";"0";"100";".";".";"5";"95";".";".";"0"
"Geldersestraat";"BU03070402";"6";".";".";".";".";".";".";".";".";".";"."
"Chromiumweg";"BU03070403";"19";".";".";".";".";".";".";".";".";".";"."
"Uraniumweg";"BU03070404";"15";".";".";".";".";".";".";".";".";".";"."
"Wijk 05 Bosgebied";"WK030705";"215";"424";"37";"63";".";".";"27";"56";".";".";"17"
"Birkhoven en Bokkeduinen";"BU03070500";"59";".";"32";"68";".";".";".";".";".";".";"."
"Vlasakkers";"BU03070501";"96";"462";"25";"75";".";".";"18";"82";".";".";"0"
"Zon en Schild";"BU03070502";"60";".";"62";"38";".";".";"40";"60";".";".";"0"
"Wijk 06 De Koppel";"WK030706";"1270";"195";"47";"53";".";".";"34";"66";".";".";"0"
"Jericho en Jeruzalem";"BU03070600";"337";"153";"100";"0";".";".";"7";"93";".";".";"0"
"Meridiaan";"BU03070601";"577";"158";"25";"75";".";".";"29";"71";".";".";"0"
"Gildekwartier";"BU03070603";"356";"296";"33";"67";".";".";"68";"32";".";".";"0"
"Wijk 07 De Kruiskamp";"WK030707";"2746";"165";"44";"56";".";".";"41";"59";".";".";"0"
"Evertsenstraat";"BU03070700";"992";"177";"51";"49";".";".";"50";"50";".";".";"0"
"Neptunusplein";"BU03070701";"909";"168";"55";"45";".";".";"35";"65";".";".";"0"
"Columbusweg";"BU03070702";"845";"148";"22";"78";".";".";"37";"63";".";".";"0"
"Wijk 08 Schothorst Zuid";"WK030708";"2187";"180";"53";"47";".";".";"46";"54";".";".";"0"
"Vuurtoren";"BU03070800";"858";"194";"58";"42";".";".";"51";"49";".";".";"0"
"De Plaatsen";"BU03070801";"819";"155";"37";"63";".";".";"32";"68";".";".";"0"
"Koperhorst";"BU03070803";"510";"199";"72";"28";".";".";"59";"41";".";".";"0"
"Wijk 09 Schothorst Noord";"WK030709";"3227";"189";"75";"25";".";".";"62";"38";".";".";"0"
"Elly Takmastraat";"BU03070900";"907";"197";"82";"18";".";".";"60";"40";".";".";"0"
"Camera Obscurastraat";"BU03070902";"763";"191";"70";"30";".";".";"67";"33";".";".";"0"
"Queekhoven";"BU03070903";"995";"182";"76";"24";".";".";"53";"47";".";".";"0"
"Het Gein";"BU03070905";"562";"185";"72";"28";".";".";"74";"26";".";".";"0"
"Wijk 10 Liendert";"WK030710";"3306";"147";"35";"65";".";".";"39";"61";".";".";"0"
"Liendertsedreef";"BU03071000";"425";"177";"47";"53";".";".";"43";"57";".";".";"0"
"Vinkenbaan";"BU03071001";"756";"136";"35";"65";".";".";"25";"75";".";".";"0"
"De Horsten";"BU03071002";"766";"140";"31";"69";".";".";"39";"61";".";".";"0"
"Albatrosstraat";"BU03071003";"844";"151";"32";"68";".";".";"62";"38";".";".";"0"
"Zwaluwenstraat";"BU03071004";"515";"143";"39";"61";".";".";"17";"83";".";".";"0"
"Wijk 11 Rustenburg";"WK030711";"1329";"202";"88";"12";".";".";"66";"34";".";".";"0"
"Rustenburg-Noord";"BU03071100";"603";"196";"100";"0";".";".";"58";"42";".";".";"0"
"Rustenburg-Zuid";"BU03071101";"726";"207";"77";"23";".";".";"73";"27";".";".";"0"
"Wijk 12 Stoutenburg-Noord";"WK030712";"87";"457";"91";"9";".";".";"76";"24";".";".";"0"
"Bloeidaal";"BU03071201";"38";".";"100";"0";".";".";"87";"13";".";".";"0"
"Stoutenburgerlaan";"BU03071202";"49";".";"84";"16";".";".";"67";"33";".";".";"0"
"Wijk 13 Schuilenburg";"WK030713";"1948";"159";"36";"64";".";".";"31";"69";".";".";"0"
"Romeostraat";"BU03071300";"673";"173";"75";"25";".";".";"30";"70";".";".";"0"
"Ariaweg";"BU03071301";"635";"122";"6";"94";".";".";"12";"88";".";".";"0"
"Verdiweg";"BU03071302";"640";"182";"26";"74";".";".";"51";"49";".";".";"0"
"Wijk 14 Randenbroek";"WK030714";"3363";"172";"39";"61";".";".";"45";"55";".";".";"0"
"Willem III";"BU03071400";"755";"179";"51";"49";".";".";"43";"57";".";".";"0"
"Randenbroekerweg";"BU03071401";"966";"205";"42";"58";".";".";"62";"38";".";".";"0"
"Bachweg-Zuid";"BU03071402";"683";"143";"15";"85";".";".";"25";"75";".";".";"0"
"Weberstraat";"BU03071403";"959";"155";"42";"58";".";".";"46";"54";".";".";"0"
"Wijk 15 Vermeerkwartier";"WK030715";"2717";"253";"61";"39";".";".";"60";"40";".";".";"0"
"Bekenstein en De Luiaard";"BU03071500";"709";"253";"64";"36";".";".";"74";"25";".";".";"0"
"Rubensstraat";"BU03071501";"771";"269";"51";"49";".";".";"58";"42";".";".";"0"
"Albert Cuypstraat";"BU03071502";"757";"247";"88";"12";".";".";"69";"31";".";".";"0"
"Dorrestein";"BU03071503";"480";"231";"28";"72";".";".";"25";"75";".";".";"0"
"Wijk 16 Leusderkwartier";"WK030716";"2522";"261";"70";"30";".";".";"58";"42";".";".";"0"
"De Driehoek";"BU03071600";"647";"199";"90";"10";".";".";"37";"63";".";".";"0"
"Voltastraat";"BU03071601";"817";"334";"66";"34";".";".";"81";"19";".";".";"0"
"Bosweg";"BU03071602";"1047";"238";"61";"39";".";".";"52";"48";".";".";"0"
"Nimmerdor";"BU03071603";"11";".";".";".";".";".";".";".";".";".";"."
"Wijk 17 De Berg Zuid";"WK030717";"2778";"273";"61";"39";".";".";"57";"43";".";".";"0"
"Westerstraat";"BU03071700";"203";"221";"85";"15";".";".";"55";"45";".";".";"0"
"Juliana van Stolberg";"BU03071701";"805";"169";"30";"70";".";".";"36";"64";".";".";"0"
"Huygenslaan";"BU03071702";"177";"607";"91";"9";".";".";"86";"14";".";".";"0"
"De Lichtenberg";"BU03071703";"305";"453";"99";"1";".";".";"95";"5";".";".";"0"
"Verhoevenstraat";"BU03071704";"440";"248";"95";"5";".";".";"60";"40";".";".";"0"
"Indische Buurt";"BU03071705";"417";"386";"88";"12";".";".";"84";"16";".";".";"0"
"Curacaolaan";"BU03071706";"409";"124";"1";"99";".";".";"28";"72";".";".";"0"
"Klein Zwitserland";"BU03071707";"22";".";"82";"18";".";".";"82";"18";".";".";"0"
"Wijk 18 De Berg Noord";"WK030718";"1340";"550";"74";"26";".";".";"86";"14";".";".";"0"
"Regentesselaan";"BU03071800";"309";"621";"80";"20";".";".";"86";"13";".";".";"0"
"Station Berkenweg";"BU03071801";"26";"321";"0";"100";".";".";"92";"8";".";".";"0"
"Thorbeckeplein";"BU03071802";"214";"694";"90";"10";".";".";"86";"14";".";".";"0"
"Mr. Th. Heemskerklaan";"BU03071803";"448";"408";"60";"40";".";".";"77";"23";".";".";"0"
"Oranjelaan";"BU03071804";"343";"630";"83";"17";".";".";"97";"3";".";".";"0"
"Wijk 19 Hoogland";"WK030719";"4107";"247";"85";"15";".";".";"80";"20";".";".";"0"
"De Ham";"BU03071900";"724";"296";"85";"15";".";".";"63";"37";".";".";"0"
"Langenoord";"BU03071901";"738";"233";"80";"20";".";".";"87";"13";".";".";"0"
"Bieshaar-Noord";"BU03071902";"991";"222";"98";"2";".";".";"88";"12";".";".";"0"
"Bieshaar-Zuid";"BU03071903";"613";"239";"73";"27";".";".";"70";"30";".";".";"0"
"De Bik";"BU03071904";"555";"252";"91";"9";".";".";"96";"4";".";".";"0"
"De Brinken";"BU03071905";"350";"219";"69";"31";".";".";"57";"43";".";".";"0"
"De Biezen";"BU03071906";"136";"332";"99";"1";".";".";"94";"6";".";".";"0"
"Wijk 20 Zielhorst";"WK030720";"3310";"213";"83";"17";".";".";"63";"37";".";".";"0"
"Vlinderbuurt";"BU03072000";"507";"203";"93";"7";".";".";"58";"42";".";".";"0"
"Erasmusstraat";"BU03072001";"643";"187";"71";"29";".";".";"38";"62";".";".";"0"
"Muziekbuurt-Noord";"BU03072002";"488";"188";"74";"26";".";".";"66";"34";".";".";"0"
